repeat,p2_macro_f1_seed_then_fold_mean,p_macro_f1_seed_then_fold_mean,delta_p2_minus_p
478,0.566292471742,0.567792446108,-0.00149997436591
479,0.566862387145,0.568580867315,-0.00171848017019
480,0.554867039693,0.554692324385,0.000174715308181
481,0.564360718464,0.55979309326,0.004567625204
482,0.561210549246,0.560810260635,0.000400288610689
483,0.56580807773,0.562998723743,0.00280935398629
484,0.57346864174,0.573317056898,0.000151584841165
485,0.566927937774,0.567807260559,-0.000879322784842
486,0.586255262664,0.584615875822,0.00163938684202
487,0.570184668534,0.571890773495,-0.0017061049614
488,0.570166846664,0.569614317805,0.000552528858518
489,0.587473492405,0.585985295721,0.0014881966841
490,0.55999301155,0.555269163679,0.00472384787094
491,0.578201463457,0.576235591487,0.00196587196988
492,0.569493534617,0.565518978114,0.00397455650301
493,0.567158439021,0.563921969939,0.00323646908198
494,0.571687704417,0.567786940701,0.00390076371627
495,0.578830463254,0.578379893206,0.000450570048451
496,0.553456136685,0.549199248161,0.00425688852355
497,0.558254741115,0.555609179783,0.0026455613318
498,0.584631256151,0.586539129442,-0.00190787329149
499,0.565543891773,0.56561066109,-6.67693172891e-05
500,0.572863630827,0.571897901594,0.000965729233362
501,0.58231334284,0.582245018096,6.83247442562e-05
502,0.544590781532,0.540433765182,0.00415701634975
503,0.549053773938,0.544998669293,0.00405510464473
504,0.568673378259,0.566680828252,0.00199255000733
505,0.566207528035,0.565295995465,0.000911532570408
506,0.555908552278,0.554014879356,0.00189367292223
507,0.572251513502,0.567867667133,0.00438384636931
508,0.570270157875,0.567791210084,0.00247894779127
509,0.557918984246,0.555707580716,0.00221140353012
510,0.576235422662,0.575917628049,0.000317794612804
511,0.576178596356,0.574961882569,0.00121671378719
512,0.576412542958,0.576017724902,0.000394818056894
513,0.57978001219,0.578270358472,0.00150965371821
514,0.589071292509,0.587225412051,0.00184588045824
515,0.579957463357,0.578331075238,0.00162638811898
516,0.577244979006,0.575847061611,0.00139791739548
517,0.587861853434,0.585114079066,0.00274777436745
518,0.578936413099,0.577826445145,0.00110996795326
519,0.555818118042,0.556310337711,-0.000492219669245
520,0.572892137096,0.573347140085,-0.000455002989031
521,0.575043256729,0.570868072991,0.00417518373789
522,0.558675745352,0.557349637478,0.00132610787411
523,0.545404804223,0.541087382175,0.00431742204834
524,0.57198863306,0.571470352189,0.000518280870808
525,0.567850205228,0.566584020693,0.0012661845349
526,0.564062000863,0.562815231694,0.00124676916862
527,0.567212711365,0.565374715311,0.00183799605463
528,0.565599491404,0.563591315132,0.00200817627156
529,0.573032697136,0.570572543143,0.00246015399269
530,0.574742408308,0.575384742764,-0.000642334455491
531,0.592233861875,0.591085042907,0.00114881896791
532,0.589099382776,0.588108610761,0.000990772015497
533,0.573514602604,0.570461175912,0.00305342669222
534,0.556566350186,0.553784397199,0.00278195298738
535,0.56344536467,0.558725472242,0.00471989242795
536,0.583987900801,0.585606011882,-0.00161811108055
537,0.558227112394,0.554901258347,0.00332585404734
538,0.55039607307,0.54666873551,0.00372733755959
539,0.554807616764,0.554045724827,0.000761891937523
540,0.575409539502,0.575629566869,-0.000220027366591
541,0.572145446155,0.572224182253,-7.87360975466e-05
542,0.548783046202,0.545195725689,0.00358732051263
543,0.580290636023,0.578933966087,0.00135666993624
544,0.56047723929,0.561505462234,-0.00102822294364
545,0.578375087457,0.575497720548,0.00287736690839
546,0.555091574571,0.551644805125,0.00344676944599
547,0.583305712743,0.583697670076,-0.000391957333014
548,0.558503975678,0.555586227632,0.0029177480459
549,0.567990792806,0.568376876986,-0.00038608418032
550,0.570219864419,0.567878336143,0.00234152827593
551,0.572413827177,0.570202048178,0.00221177899876
552,0.55444304819,0.554763769889,-0.000320721699348
553,0.576800812998,0.57443891819,0.00236189480793
554,0.561187961415,0.557986640562,0.00320132085297
555,0.560904937054,0.560078919314,0.0008260177403
556,0.582245023296,0.581381449215,0.000863574081263
557,0.583214965129,0.583611642029,-0.000396676900711
558,0.580325001359,0.578867314338,0.00145768702163
559,0.568137010794,0.567002347921,0.00113466287278
560,0.56075250706,0.559145193319,0.00160731374096
561,0.581526679209,0.578880285081,0.00264639412774
562,0.556778372617,0.556679139525,9.92330923718e-05
563,0.553004428368,0.552181871035,0.000822557333354
564,0.554972798026,0.553147147617,0.00182565040903
565,0.581339471553,0.57769942741,0.0036400441422
566,0.587061561733,0.581681592813,0.00537996891999
