phase,model_id,fold,seed,scenario,protocol_sha256,source_prediction_sha256,run_id,score_method,valid_count,error_count,error_prevalence,error_detection_auroc,error_detection_auprc,normalized_aurc,confidence_mean,confidence_std,confidence_min,confidence_max,actual_coverage_0_80,risk_masked_bce_0_80,macro_f1_0_80,micro_f1_0_80,actual_coverage_0_90,risk_masked_bce_0_90,macro_f1_0_90,micro_f1_0_90,actual_coverage_0_95,risk_masked_bce_0_95,macro_f1_0_95,micro_f1_0_95,actual_coverage_1_00,risk_masked_bce_1_00,macro_f1_1_00,micro_f1_1_00
V3-1,B4,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,b442f1fa58938f7ca3ac91b31a74bcaee105dd529c81141d403b323dd1c2935b,extrasensory-gated-fold3-seed47-full,mean_binary_certainty,86408,64627,0.7479284325525414,0.794591063848668,0.9014432866856792,0.3849786333665487,0.622698698474974,0.2093821922993953,0.0462078426991546,0.9995292877208644,0.8000069438014998,0.4211788306286682,0.5641321022698861,0.7230069872541657,0.9000092584019999,0.432562301338101,0.5475309470425219,0.7023101749617802,0.950004629201,0.4393542460560758,0.5388508802006313,0.6920869703079956,1.0,0.4488955697696807,0.5279508926289215,0.6805572293295954
V3-1,B4,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,b442f1fa58938f7ca3ac91b31a74bcaee105dd529c81141d403b323dd1c2935b,extrasensory-gated-fold3-seed47-full,mean_normalized_threshold_margin,86408,64627,0.7479284325525414,0.7907070321845564,0.8944983723819095,0.3877567668792539,0.7578176264557431,0.150669215455321,0.2108199845617813,0.9997808909240744,0.8000069438014998,0.42175409985381,0.5690421449332825,0.7267720545384861,0.9000092584019999,0.4355555350764767,0.5479121550741978,0.703697639386596,0.950004629201,0.4414906231899702,0.5390628827407146,0.6924900027961103,1.0,0.4488955697696807,0.5279508926289215,0.6805572293295954
V3-1,B5,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,3993d353cf08bfdbac0256c7b4dcc739418954d0b1dcc156e87f3e92d86c230c,extrasensory-robust-gated-fold3-seed47-full,mean_binary_certainty,86408,59204,0.6851680399962966,0.7732104034884166,0.8564629612427195,0.3397281194775241,0.5096790063725778,0.2284502719276982,0.0254955592740486,0.993299619248035,0.8000069438014998,0.4111682209598385,0.57465954138319,0.7523191144854625,0.9000092584019999,0.426604133666155,0.5598219406355223,0.7328901916396324,0.950004629201,0.4344885602045266,0.5513236975676443,0.7231530951914739,1.0,0.4438094301238592,0.5409418419792242,0.7122800853083309
V3-1,B5,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,3993d353cf08bfdbac0256c7b4dcc739418954d0b1dcc156e87f3e92d86c230c,extrasensory-robust-gated-fold3-seed47-full,mean_normalized_threshold_margin,86408,59204,0.6851680399962966,0.7604093168555903,0.8365253837284887,0.3426338782063515,0.6969378987828785,0.1687710967203001,0.1987545594130171,0.9989164235130462,0.8000069438014998,0.4103200130013655,0.587787109098692,0.7562444264234005,0.9000092584019999,0.4259845849642282,0.5643539579261461,0.7342149330779757,0.950004629201,0.4343106780816733,0.5530772147774575,0.7235696784109006,1.0,0.4438094301238593,0.5409418419792242,0.7122800853083309
V3-1,P,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,b599bd6ad228cd3001481e2f1f7415546aac6e05b2335bde089a61df265d1e76,extrasensory-quality-aware-fold3-seed47-full,mean_binary_certainty,86408,62755,0.7262637718729748,0.7565991088662826,0.8660764677789653,0.3324550023458672,0.5199315447798425,0.2176758779725843,0.0292630962303206,0.9909865744948456,0.8000069438014998,0.4049137688549508,0.5715207993596234,0.7211641446007996,0.9000092584019999,0.4198568045156813,0.5534446558029434,0.7021584652607114,0.950004629201,0.4272857068728037,0.5438061370457631,0.6930589000165367,1.0,0.4362718984218328,0.5331755753795883,0.6837095610940044
V3-1,P,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,b599bd6ad228cd3001481e2f1f7415546aac6e05b2335bde089a61df265d1e76,extrasensory-quality-aware-fold3-seed47-full,mean_normalized_threshold_margin,86408,62755,0.7262637718729748,0.7487321562717386,0.8575975210096234,0.331177704043602,0.7015110280070691,0.1624220625613324,0.2028453645694765,0.9984689042740073,0.8000069438014998,0.4014442295321999,0.5849982128494958,0.7251854719560081,0.9000092584019999,0.4182312692191957,0.5582711005066211,0.7041285979253967,0.950004629201,0.4263890871237492,0.5463032354127828,0.6944127141792898,1.0,0.4362718984218328,0.5331755753795883,0.6837095610940044
V3-1,P2,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,fddf27fbe61a255d005bf7833cc7779aea0b14df027e31641f7a0b8e0de887ca,extrasensory-p2-fold3-seed47-v2_multiseed,mean_binary_certainty,86408,57829,0.6692551615591149,0.7513910744344962,0.8296162326609857,0.3749839946162068,0.5025161035274089,0.2254332153473765,0.0247457336406248,0.9910072554794358,0.8000069438014998,0.4294980238857495,0.5821611565799469,0.7580978865406006,0.9000092584019999,0.4451085756248069,0.5670584409000708,0.7398877545137574,0.950004629201,0.452707886519462,0.5572571740105959,0.7308408578552662,1.0,0.4612080525665025,0.5465091951413192,0.7210616321225802
V3-1,P2,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,fddf27fbe61a255d005bf7833cc7779aea0b14df027e31641f7a0b8e0de887ca,extrasensory-p2-fold3-seed47-v2_multiseed,mean_normalized_threshold_margin,86408,57829,0.6692551615591149,0.7418505753793986,0.8120990648770242,0.3774492024118701,0.6918237179665456,0.1704366441387545,0.196884839304978,0.9985966098663738,0.8000069438014998,0.4308947046044211,0.5933397932208648,0.7613673513679833,0.9000092584019999,0.4449886721503308,0.5715077643376738,0.7416446544390293,0.950004629201,0.4525403739055204,0.5596712892091752,0.7317400574414142,1.0,0.4612080525665024,0.5465091951413192,0.7210616321225802
V3-1,P2,3,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,fddf27fbe61a255d005bf7833cc7779aea0b14df027e31641f7a0b8e0de887ca,extrasensory-p2-fold3-seed47-v2_multiseed,p2_system_reliability,86408,57829,0.6692551615591149,0.5441797327381142,0.6890390233564161,0.4399056492065889,0.9866262922199188,0.0109096987726596,0.8412141799926758,0.9993025660514832,0.8000069438014998,0.4693345970675315,0.5434336853317615,0.7146824231392174,0.9000092584019999,0.4651769094218302,0.5461760561823262,0.7214361999694858,0.950004629201,0.46328084016617,0.5472878395964141,0.7222874392084522,1.0,0.4612080525665025,0.5465091951413192,0.7210616321225802
V3-1,B4,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,bebbee8e71ac62ea2c3991b0c88624924c3d2366532650959e2076029a37750a,extrasensory-gated-fold4-seed13-credible,mean_binary_certainty,51010,38363,0.7520682219172711,0.6547394311947617,0.8448558703864616,0.4530730623343462,0.5840382654442113,0.2111301376294553,0.0536849529259334,0.99925824696507,0.8,0.4635041970012129,0.6364481497372856,0.7106439801050579,0.9,0.476401491340757,0.6170308017042264,0.6925752469446187,0.950009801999608,0.4824715140715891,0.6081719462616779,0.6847769648336087,1.0,0.4884106277982717,0.5997155644492679,0.6785188708694424
V3-1,B4,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,bebbee8e71ac62ea2c3991b0c88624924c3d2366532650959e2076029a37750a,extrasensory-gated-fold4-seed13-credible,mean_normalized_threshold_margin,51010,38363,0.7520682219172711,0.6414964129956725,0.8370806687140308,0.4576636805810213,0.7475426213932994,0.1497327809855771,0.2594751030656309,0.9999042348875176,0.8,0.4647879452941003,0.6487490623323425,0.7127760085170317,0.9,0.4741881855015816,0.626491015785277,0.6967462721149231,0.950009801999608,0.4805744947082098,0.6141327456954454,0.6880921623521189,1.0,0.4884106277982717,0.5997155644492679,0.6785188708694424
V3-1,B5,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,7ede1eaabab84449191cf6b1033902872d1eff5cd9363449baa2b349f6b2a576,extrasensory-robust-gated-fold4-seed13-credible,mean_binary_certainty,51010,38058,0.7460890021564399,0.6631069910329317,0.8481336825967092,0.3980442433770575,0.5296091531934498,0.2061496821829171,0.058506307291236,0.9963864458806458,0.8,0.4388127526003488,0.6278567685734658,0.6984093023255814,0.9,0.4509146567424091,0.610979003110284,0.6833944482237967,0.950009801999608,0.458267334233155,0.6014466150623899,0.6750951337751355,1.0,0.4665671660902049,0.5925096590266797,0.6664079048052077
V3-1,B5,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,7ede1eaabab84449191cf6b1033902872d1eff5cd9363449baa2b349f6b2a576,extrasensory-robust-gated-fold4-seed13-credible,mean_normalized_threshold_margin,51010,38058,0.7460890021564399,0.6498303879410869,0.8384794337038228,0.4006882933020458,0.711326959761837,0.154181799488902,0.2432407299002964,0.999273089160082,0.8,0.4369762565430918,0.6434159597487477,0.7044326387550809,0.9,0.4494501375198226,0.620537154174684,0.6874335758244836,0.950009801999608,0.4567475169860034,0.6065373523050739,0.6777066278860664,1.0,0.4665671660902047,0.5925096590266797,0.6664079048052077
V3-1,P,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,1ddeb89c2e9bcb6daf8ebe513404fc5c95fffccd2399184403b149525ff535d8,extrasensory-quality-aware-fold4-seed13-credible,mean_binary_certainty,51010,37378,0.7327582826896687,0.6853234019779403,0.8460818168109727,0.3570784987454817,0.4838848276673693,0.2153774297490943,0.0534817258790395,0.9882803774119656,0.8,0.4182527617586733,0.6460295745842113,0.7241396643194312,0.9,0.4377577709291943,0.6250368092850326,0.7043732016407159,0.950009801999608,0.4480096700831323,0.6137329463039843,0.6944893710871903,1.0,0.4581310172517762,0.600583953421531,0.6843476253805656
V3-1,P,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,1ddeb89c2e9bcb6daf8ebe513404fc5c95fffccd2399184403b149525ff535d8,extrasensory-quality-aware-fold4-seed13-credible,mean_normalized_threshold_margin,51010,37378,0.7327582826896687,0.6767879886758975,0.8365329779440787,0.361284339064678,0.6806887046453088,0.161448914282384,0.2276609201341,0.9977660430212868,0.8,0.4205674801528241,0.6647700770278782,0.7267997699744816,0.9,0.4374448486462437,0.6397242103834075,0.7078885896895176,0.950009801999608,0.4470615347432495,0.6226942536625639,0.6972158444114299,1.0,0.4581310172517762,0.600583953421531,0.6843476253805656
V3-1,P2,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,0b49226144b5f16876e528192d37fc62d46964c786b06fe3b4858b92c5043a1f,extrasensory-p2-fold4-seed13-v2_seed13,mean_binary_certainty,51010,36895,0.723289551068418,0.6896084238634334,0.8413988651498133,0.3431141945400148,0.4985678475603788,0.2066905002054482,0.0491734563060806,0.9765134319816908,0.8,0.4076467000030888,0.6418791636624225,0.7379098256728034,0.9,0.4259420514016705,0.6244447053022004,0.7195409611229763,0.950009801999608,0.435465864429254,0.6137858967136226,0.7093448815561858,1.0,0.4453039070601362,0.601285630296833,0.6988239583604617
V3-1,P2,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,0b49226144b5f16876e528192d37fc62d46964c786b06fe3b4858b92c5043a1f,extrasensory-p2-fold4-seed13-v2_seed13,mean_normalized_threshold_margin,51010,36895,0.723289551068418,0.6797937757612877,0.8325497616078605,0.346180298729042,0.6916009536265575,0.156109508317867,0.2452255156974501,0.9945555014062196,0.8,0.4088817988978556,0.6614400298475456,0.742692162318471,0.9,0.4256494051770397,0.6368548447709086,0.722488195712617,0.950009801999608,0.4341480030975901,0.6206067101899734,0.7118363893469754,1.0,0.4453039070601362,0.601285630296833,0.6988239583604617
V3-1,P2,4,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,0b49226144b5f16876e528192d37fc62d46964c786b06fe3b4858b92c5043a1f,extrasensory-p2-fold4-seed13-v2_seed13,p2_system_reliability,51010,36895,0.723289551068418,0.4980095614609764,0.705629907788807,0.4359964434240296,0.9776506590389826,0.0171174872951481,0.8427388072013855,0.998230516910553,0.8,0.4496234248287404,0.6014567970596068,0.6932057002346105,0.9,0.4495919826753438,0.5969363530035261,0.6951550203064388,0.950009801999608,0.4492651076801838,0.5970869232477564,0.6959509432928571,1.0,0.445303907060136,0.601285630296833,0.6988239583604617
